"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"LOC109497409","lncRNA","NC_058368.1",12981649,12999156,"-",12921694,13014076,92383,0,0,0,3,0,2,3,"distal_enhancer_only"
"LOC123383758","lncRNA","NC_058368.1",13433684,13437161,"+",13384722,13450702,65981,0,0,0,0,0,2,0,"no_active_mark"
"LOC123383755","lncRNA","NC_058368.1",13437173,13440937,"+",13384722,13450702,65981,0,0,0,0,0,2,0,"no_active_mark"
"LOC109497407","lncRNA","NC_058368.1",13441985,13454672,"+",13384722,13450702,65981,0,0,0,0,0,2,0,"no_active_mark"
"LOC109497422","lncRNA","NC_058368.1",13475325,13547517,"-",13450702,13569370,118669,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC123383762","lncRNA","NC_058368.1",13552245,13572950,"+",13450702,13569370,118669,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC109497423","lncRNA","NC_058368.1",13719316,13768175,"+",13569370,13731953,162584,0,0,0,0,0,2,0,"no_active_mark"
"LOC123383764","lncRNA","NC_058368.1",13768845,13784218,"-",13731953,13886990,155038,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC102901791","lncRNA","NC_058368.1",13796077,13887059,"-",13886990,13887860,871,1,1,2,1,2,2,0,"active_promoter"
"NBEA","protein_coding","NC_058368.1",13887252,14571891,"+",13886990,13887860,871,1,1,1,1,2,2,0,"active_promoter"
"MAB21L1","protein_coding","NC_058368.1",14365970,14369005,"-",14363312,14602632,239321,1,2,1,3,0,2,2,"active_promoter"
"LOC109492555","lncRNA","NC_058368.1",14609748,14612301,"-",14602632,14618539,15908,0,1,0,1,0,2,1,"distal_enhancer_only"
"DCLK1","protein_coding","NC_058368.1",14650335,14997582,"-",14846770,15153171,306402,1,2,1,1,0,2,0,"active_promoter"
"LOC123383771","lncRNA","NC_058368.1",14771993,14776511,"+",14698539,14825256,126718,0,0,0,0,0,2,0,"no_active_mark"
"SOHLH2","protein_coding","NC_058368.1",15049044,15103457,"-",14853457,15153171,299715,1,2,0,1,0,1,1,"primed_promoter"
"LOC111559572","lncRNA","NC_058368.1",15116688,15118817,"-",14868817,15153171,284355,0,2,0,1,0,1,1,"distal_enhancer_only"
"CCDC169","protein_coding","NC_058368.1",15120893,15172879,"-",15160391,15213003,52613,1,2,1,2,0,2,1,"active_promoter"
"SPART","protein_coding","NC_058368.1",15180355,15271641,"-",15266872,15272586,5715,1,1,2,1,1,2,0,"active_promoter"
"CCNA1","protein_coding","NC_058368.1",15271897,15281940,"+",15266872,15272586,5715,1,1,1,1,0,2,0,"active_promoter"
"LOC123383802","lncRNA","NC_058368.1",15361236,15383275,"-",15272586,15418383,145798,0,1,0,2,0,2,2,"distal_enhancer_only"
"SERTM1","protein_coding","NC_058368.1",15491357,15513247,"+",15418383,15538105,119723,1,1,0,0,0,2,0,"primed_promoter"
"LOC109497469","lncRNA","NC_058368.1",15505874,15616551,"-",15543879,15616618,72740,1,1,1,1,1,2,0,"active_promoter"
"RFXAP","protein_coding","NC_058368.1",15616555,15625949,"+",15543879,15616618,72740,1,1,1,1,1,2,0,"active_promoter"
"SMAD9","protein_coding","NC_058368.1",15636365,15720620,"-",15720483,15778418,57936,1,2,1,2,1,2,1,"active_promoter"
"ALG5","protein_coding","NC_058368.1",15734333,15778218,"-",15720483,15778418,57936,1,2,1,2,1,2,1,"active_promoter"
"EXOSC8","protein_coding","NC_058368.1",15779125,15786329,"+",15778418,15829541,51124,1,2,1,2,1,2,1,"active_promoter"
"SUPT20H","protein_coding","NC_058368.1",15786241,15829734,"-",15829541,15857497,27957,1,1,1,1,1,2,0,"active_promoter"
"LOC111559720","lncRNA","NC_058368.1",15829675,16261022,"+",15829541,15857497,27957,1,1,1,1,1,2,0,"active_promoter"
"LOC123383839","lncRNA","NC_058368.1",15960456,15989186,"-",15906276,16239186,332911,0,0,0,0,0,1,0,"no_active_mark"
"POSTN","protein_coding","NC_058368.1",16303000,16339464,"-",16089464,16343757,254294,0,0,0,0,0,1,0,"no_active_mark"
"LOC109497540","lncRNA","NC_058368.1",16336130,16342943,"+",16086130,16343757,257628,0,0,0,0,0,1,0,"no_active_mark"
"TRPC4","protein_coding","NC_058368.1",16381896,16582972,"-",16582205,16595647,13443,1,1,0,0,1,2,0,"primed_promoter"
"LOC111557024","snoRNA","NC_058368.1",16634439,16634573,"+",16595647,16884439,288793,0,0,0,0,0,1,0,"no_active_mark"
"LOC109497541","lncRNA","NC_058368.1",16875461,16881042,"+",16625461,16951065,325605,0,1,0,1,0,1,1,"distal_enhancer_only"
"LOC109492556","lncRNA","NC_058368.1",16915054,16935439,"-",16685439,16951065,265627,0,1,0,1,0,1,1,"distal_enhancer_only"
"UFM1","protein_coding","NC_058368.1",16950972,16962358,"+",16700972,16951065,250094,1,1,1,1,1,1,0,"active_promoter"
"LOC123383852","lncRNA","NC_058368.1",16968073,16971169,"+",16951065,17083667,132603,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123383855","lncRNA","NC_058368.1",17064853,17068785,"+",16951065,17083667,132603,0,1,0,1,0,2,1,"distal_enhancer_only"
"FREM2","protein_coding","NC_058368.1",17243804,17408843,"+",17243740,17308333,64594,1,1,1,1,2,2,0,"active_promoter"
"STOML3","protein_coding","NC_058368.1",17419365,17444232,"-",17398294,17456246,57953,0,0,0,0,0,2,0,"no_active_mark"
"LOC111557022","snoRNA","NC_058368.1",17447015,17447146,"-",17398294,17456246,57953,0,0,0,0,0,2,0,"no_active_mark"
"PROSER1","protein_coding","NC_058368.1",17448597,17476894,"-",17476614,17477252,639,1,1,1,1,2,2,0,"active_promoter"
"NHLRC3","protein_coding","NC_058368.1",17477114,17488899,"+",17476614,17477252,639,1,1,1,1,2,2,0,"active_promoter"
"LOC109492559","lncRNA","NC_058368.1",17571554,17578158,"-",17492911,17613127,120217,0,0,0,0,0,2,0,"no_active_mark"
"LOC111559741","lncRNA","NC_058368.1",17676325,17709547,"-",17651725,17751458,99734,0,0,0,0,0,2,0,"no_active_mark"
"LHFPL6","protein_coding","NC_058368.1",17727178,17978595,"-",17978508,17987689,9182,1,1,1,1,1,2,0,"active_promoter"
"LOC123383872","lncRNA","NC_058368.1",17834512,17843075,"-",17825236,17978508,153273,0,1,0,5,0,2,5,"distal_enhancer_only"
"COG6","protein_coding","NC_058368.1",18017002,18153698,"+",17998270,18034783,36514,1,2,1,1,0,2,0,"active_promoter"
"LOC109497589","lncRNA","NC_058368.1",18192741,18226313,"+",18132151,18252906,120756,0,2,0,10,0,2,10,"distal_enhancer_only"
"LOC109497583","lncRNA","NC_058368.1",18198938,18207131,"-",18132151,18252906,120756,0,2,0,10,0,2,10,"distal_enhancer_only"
"LOC109492560","lncRNA","NC_058368.1",18228509,18230884,"+",18132151,18252906,120756,0,2,0,10,0,2,10,"distal_enhancer_only"
"LOC109497596","lncRNA","NC_058368.1",18341675,18721555,"-",18700522,18726285,25764,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC123383877","lncRNA","NC_058368.1",18409043,18415394,"-",18414444,18451240,36797,1,1,1,5,0,2,4,"active_promoter"
"LOC109497598","lncRNA","NC_058368.1",18415425,18416825,"+",18414444,18451240,36797,1,1,1,5,1,2,4,"active_promoter"
"LOC109497600","lncRNA","NC_058368.1",18593255,18606375,"+",18482869,18700522,217654,0,2,0,13,0,2,13,"distal_enhancer_only"
"FOXO1","protein_coding","NC_058368.1",18814549,18912170,"-",18726285,18912856,186572,1,2,1,41,2,2,40,"active_promoter"
"TRNAR-UCG","tRNA","NC_058368.1",18851702,18851786,"-",18726285,18912856,186572,0,2,2,41,0,2,39,"distal_enhancer_only"
"MRPS31","protein_coding","NC_058368.1",18920017,18983334,"-",18983234,18997135,13902,1,1,1,1,1,2,0,"active_promoter"
"SLC25A15","protein_coding","NC_058368.1",18985421,19047749,"+",18983234,18997135,13902,1,1,1,1,1,2,0,"active_promoter"
"LOC101096867","protein_coding","NC_058368.1",19049523,19255953,"-",19234511,19321411,86901,0,1,0,2,0,2,2,"distal_enhancer_only"
"THSD1","protein_coding","NC_058368.1",19291583,19321346,"-",19234511,19321411,86901,1,1,1,2,1,2,1,"active_promoter"
"LOC111556783","snRNA","NC_058368.1",19294548,19294649,"-",19234511,19321411,86901,0,1,0,2,0,2,2,"distal_enhancer_only"
"VPS36","protein_coding","NC_058368.1",19325260,19355373,"-",19326416,19355513,29098,1,1,1,2,1,2,1,"active_promoter"
"CKAP2","protein_coding","NC_058368.1",19372973,19390212,"+",19355513,19373383,17871,1,2,1,2,1,2,1,"active_promoter"
"NEK3","protein_coding","NC_058368.1",19394870,19419935,"+",19373383,19395100,21718,1,2,1,2,1,2,1,"active_promoter"
"NEK5","protein_coding","NC_058368.1",19422568,19486252,"+",19395100,19423903,28804,1,2,1,2,0,2,1,"active_promoter"
"ALG11","protein_coding","NC_058368.1",19486912,19504164,"-",19504042,19504595,554,1,1,1,1,3,2,0,"active_promoter"
"ATP7B","protein_coding","NC_058368.1",19504571,19582654,"+",19504042,19504595,554,1,1,1,1,3,2,0,"active_promoter"
"CCDC70","protein_coding","NC_058368.1",19655977,19663011,"-",19645537,19676024,30488,0,0,0,0,0,2,0,"no_active_mark"
"LOC123383032","lncRNA","NC_058368.1",19668146,19668914,"-",19645537,19676024,30488,0,0,0,0,0,2,0,"no_active_mark"
"TMEM272","protein_coding","NC_058368.1",19699677,19705399,"+",19683060,19706095,23036,0,1,0,1,0,2,1,"distal_enhancer_only"
"DHRS12","protein_coding","NC_058368.1",19718708,19757312,"+",19706095,19718838,12744,1,1,2,2,1,2,0,"active_promoter"
"WDFY2","protein_coding","NC_058368.1",19758013,19942732,"-",19942072,19966004,23933,1,2,1,2,1,2,1,"active_promoter"
"LOC102900676","protein_coding","NC_058368.1",19942791,20033646,"+",19942072,19966004,23933,1,2,1,2,1,2,1,"active_promoter"
"LOC123383941","lncRNA","NC_058368.1",19958692,19982346,"-",19966004,20032887,66884,0,2,0,6,0,2,6,"distal_enhancer_only"
"LOC111556827","snRNA","NC_058368.1",19971253,19971355,"+",19966004,20032887,66884,0,2,0,6,0,2,6,"distal_enhancer_only"
"LOC123383942","lncRNA","NC_058368.1",20016438,20022466,"-",19966004,20032887,66884,0,2,0,6,0,2,6,"distal_enhancer_only"
"INTS6","protein_coding","NC_058368.1",20033421,20124691,"+",20032887,20034567,1681,1,1,3,2,1,2,0,"active_promoter"
"SERPINE3","protein_coding","NC_058368.1",20122971,20156523,"-",20050370,20217988,167619,0,1,0,4,0,2,4,"distal_enhancer_only"
"LOC123383944","lncRNA","NC_058368.1",20173149,20222776,"+",20050370,20217988,167619,0,1,0,4,0,2,4,"distal_enhancer_only"
"LOC105260724","lncRNA","NC_058368.1",20235031,20241457,"+",20232984,20237922,4939,0,0,0,0,1,2,0,"no_active_mark"
"FAM124A","protein_coding","NC_058368.1",20239510,20340320,"-",20340242,20364625,24384,1,1,1,1,1,2,0,"active_promoter"
"LOC123383960","lncRNA","NC_058368.1",20350684,20391294,"-",20364625,20397925,33301,0,0,0,0,0,2,0,"no_active_mark"
"CA1H13orf42","protein_coding","NC_058368.1",20413438,20435839,"+",20404541,20443369,38829,0,0,0,0,0,2,0,"no_active_mark"
"LOC102900780","lncRNA","NC_058368.1",20433996,20462525,"-",20443369,20543588,100220,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC101098598","protein_coding","NC_058368.1",20492490,20525120,"+",20443369,20543588,100220,0,1,0,2,0,2,2,"distal_enhancer_only"
"RNASEH2B","protein_coding","NC_058368.1",20543376,20611425,"-",20611308,20709842,98535,1,3,1,1,1,2,0,"active_promoter"
"DLEU7","protein_coding","NC_058368.1",20664747,20682373,"+",20611308,20709842,98535,1,3,0,1,0,2,1,"primed_promoter"
"LOC123383970","lncRNA","NC_058368.1",20775475,20852984,"-",20772689,20984411,211723,0,1,0,0,0,2,0,"no_active_mark"
"LOC123383991","lncRNA","NC_058368.1",20877134,20993914,"-",20984411,21056100,71690,0,3,0,6,0,2,6,"distal_enhancer_only"
"LOC111556929","snRNA","NC_058368.1",21361019,21361124,"-",21111124,21373111,261988,0,1,0,4,0,1,4,"distal_enhancer_only"
"LOC111556704","snRNA","NC_058368.1",21395259,21395395,"+",21373111,21415878,42768,0,3,0,2,0,2,2,"distal_enhancer_only"
"LOC123383983","lncRNA","NC_058368.1",21418172,21458804,"-",21456488,21459153,2666,1,1,1,1,1,2,0,"active_promoter"
"LOC102900852","lncRNA","NC_058368.1",21459254,21505766,"+",21459153,21528196,69044,1,2,1,3,1,2,2,"active_promoter"
"LOC109497907","lncRNA","NC_058368.1",21484888,21490061,"+",21459153,21528196,69044,0,2,0,3,0,2,3,"distal_enhancer_only"
"KCNRG","protein_coding","NC_058368.1",21507937,21514481,"-",21459153,21528196,69044,0,2,0,3,0,2,3,"distal_enhancer_only"
"TRIM13","protein_coding","NC_058368.1",21515229,21557594,"-",21551004,21575731,24728,0,1,0,3,0,2,3,"distal_enhancer_only"
"SPRYD7","protein_coding","NC_058368.1",21575570,21592391,"+",21551004,21575731,24728,1,1,2,3,1,2,1,"active_promoter"
"LOC123383999","lncRNA","NC_058368.1",21594984,21613841,"+",21584378,21621092,36715,0,0,0,0,0,2,0,"no_active_mark"
"LOC109497902","lncRNA","NC_058368.1",21633493,21658495,"+",21626534,21674443,47910,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123383113","lncRNA","NC_058368.1",21665806,21667127,"+",21626534,21674443,47910,0,1,0,1,0,2,1,"distal_enhancer_only"
"KPNA3","protein_coding","NC_058368.1",21674450,21775219,"+",21674443,21675624,1182,1,1,1,1,1,2,0,"active_promoter"
"LOC123384019","lncRNA","NC_058368.1",21773664,21782459,"-",21675624,21782851,107228,1,2,1,4,1,2,3,"active_promoter"
"EBPL","protein_coding","NC_058368.1",21782566,21820618,"+",21675624,21782851,107228,1,2,1,4,1,2,3,"active_promoter"
"LOC123384015","lncRNA","NC_058368.1",21820630,21868714,"+",21809150,21822663,13514,0,0,0,0,0,2,0,"no_active_mark"
"ARL11","protein_coding","NC_058368.1",21843859,21846542,"-",21845002,21857470,12469,1,1,1,4,0,2,3,"active_promoter"
"RCBTB1","protein_coding","NC_058368.1",21869491,21923054,"+",21857470,21869712,12243,1,1,1,1,1,2,0,"active_promoter"
"PHF11","protein_coding","NC_058368.1",21929362,21960953,"-",21960554,22020269,59716,1,2,1,2,1,2,1,"active_promoter"
"SETDB2","protein_coding","NC_058368.1",21963651,22020065,"-",21960554,22020269,59716,1,2,1,2,1,2,1,"active_promoter"
"CAB39L","protein_coding","NC_058368.1",22020131,22151845,"+",21960554,22020269,59716,1,2,1,2,1,2,1,"active_promoter"
"LOC123384025","lncRNA","NC_058368.1",22150820,22160856,"-",22123422,22166771,43350,0,0,0,0,0,2,0,"no_active_mark"
"LOC123384024","lncRNA","NC_058368.1",22161595,22171944,"-",22166771,22181226,14456,0,0,0,0,0,2,0,"no_active_mark"
"CDADC1","protein_coding","NC_058368.1",22173936,22219252,"-",22181226,22219298,38073,1,1,1,1,1,2,0,"active_promoter"
"LOC102901569","lncRNA","NC_058368.1",22219299,22227346,"+",22219298,22232416,13119,1,1,1,1,1,2,0,"active_promoter"
"MLNR","protein_coding","NC_058368.1",22230963,22236089,"-",22235966,22311702,75737,1,2,0,2,1,2,2,"primed_promoter"
"FNDC3A","protein_coding","NC_058368.1",22242521,22388621,"-",22388035,22389053,1019,1,1,1,1,2,2,0,"active_promoter"
"LOC123383218","lncRNA","NC_058368.1",22467875,22475636,"+",22389053,22585500,196448,0,1,0,5,0,2,5,"distal_enhancer_only"
"CYSLTR2","protein_coding","NC_058368.1",22612997,22705802,"-",22699787,22727991,28205,0,1,0,5,0,2,5,"distal_enhancer_only"
"LOC109497974","lncRNA","NC_058368.1",22693660,22715931,"+",22647497,22693804,46308,1,1,0,5,1,2,5,"primed_promoter"
"RCBTB2","protein_coding","NC_058368.1",22745398,22804979,"+",22727991,22755249,27259,0,1,0,2,0,2,2,"distal_enhancer_only"
"RB1","protein_coding","NC_058368.1",22803672,22985312,"-",22985254,23007106,21853,1,1,1,1,1,2,0,"active_promoter"
"LPAR6","protein_coding","NC_058368.1",22864240,22866264,"+",22774396,22951705,177310,1,1,1,2,0,2,1,"active_promoter"
"ITM2B","protein_coding","NC_058368.1",23029881,23058130,"-",23058036,23077033,18998,1,1,1,4,1,2,3,"active_promoter"
"LOC123384061","lncRNA","NC_058368.1",23058250,23068729,"+",23058036,23077033,18998,1,1,1,4,1,2,3,"active_promoter"
"LOC111556911","snRNA","NC_058368.1",23100757,23100860,"-",23077033,23141247,64215,0,3,0,9,0,2,9,"distal_enhancer_only"
"LOC123383296","lncRNA","NC_058368.1",23106689,23116440,"-",23077033,23141247,64215,1,3,1,9,0,2,8,"active_promoter"
"MED4","protein_coding","NC_058368.1",23142263,23190110,"+",23141247,23149441,8195,2,3,1,2,1,2,1,"active_promoter"
"NUDT15","protein_coding","NC_058368.1",23197284,23206567,"-",23206159,23221932,15774,1,2,1,2,1,2,1,"active_promoter"
"SUCLA2","protein_coding","NC_058368.1",23221638,23265181,"+",23206159,23221932,15774,1,2,1,2,1,2,1,"active_promoter"
"LOC123384078","lncRNA","NC_058368.1",23286572,23345343,"-",23221932,23404570,182639,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC101080856","protein_coding","NC_058368.1",24069369,24071024,"+",23910473,24146388,235916,0,0,0,2,0,2,2,"distal_enhancer_only"
"HTR2A","protein_coding","NC_058368.1",24247989,24307899,"+",24228903,24248233,19331,1,1,0,0,1,2,0,"primed_promoter"
"LOC123384077","lncRNA","NC_058368.1",24281870,24286566,"-",24251813,24307654,55842,0,0,0,0,0,2,0,"no_active_mark"
"ESD","protein_coding","NC_058368.1",24345198,24370316,"+",24307654,24345299,37646,1,1,1,1,1,2,0,"active_promoter"
"LRCH1","protein_coding","NC_058368.1",24383209,24587525,"-",24587496,24588884,1389,1,1,1,1,2,2,0,"active_promoter"
"LOC123384092","lncRNA","NC_058368.1",24673625,24675714,"-",24643627,24725206,81580,1,1,1,1,0,2,0,"active_promoter"
"RUBCNL","protein_coding","NC_058368.1",24675209,24741894,"+",24643627,24725206,81580,1,1,1,1,0,2,0,"active_promoter"
"LRRC63","protein_coding","NC_058368.1",24753394,24796091,"-",24728041,24844458,116418,1,1,1,2,0,2,1,"active_promoter"
"LOC123384100","lncRNA","NC_058368.1",24811114,24829303,"-",24728041,24844458,116418,0,1,0,2,0,2,2,"distal_enhancer_only"
"LCP1","protein_coding","NC_058368.1",24824686,24878125,"+",24728041,24844458,116418,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC109498029","lncRNA","NC_058368.1",24889840,24893753,"-",24877346,24903630,26285,0,0,0,0,0,2,0,"no_active_mark"
"CPB2","protein_coding","NC_058368.1",24893862,24945283,"+",24877346,24903630,26285,0,0,0,0,0,2,0,"no_active_mark"
"ZC3H13","protein_coding","NC_058368.1",24945429,25043299,"+",24903630,24945660,42031,1,1,1,1,1,2,0,"active_promoter"
"LOC123384106","lncRNA","NC_058368.1",25110384,25123700,"-",24983228,25138940,155713,0,2,1,4,0,2,3,"distal_enhancer_only"
"CBY2","protein_coding","NC_058368.1",25135932,25296860,"-",25214843,25330835,115993,0,0,0,1,0,2,1,"distal_enhancer_only"
"SIAH3","protein_coding","NC_058368.1",25160717,25237259,"+",25152584,25162730,10147,1,2,1,2,0,2,1,"active_promoter"
"LOC123384122","lncRNA","NC_058368.1",25296784,25301197,"+",25214843,25330835,115993,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC123383347","lncRNA","NC_058368.1",25313992,25314874,"-",25214843,25330835,115993,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC111559815","lncRNA","NC_058368.1",25319002,25326258,"+",25214843,25330835,115993,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC111559816","protein_coding","NC_058368.1",25329759,25335784,"-",25335498,25431463,95966,0,2,0,1,1,2,1,"distal_enhancer_only"
"LOC123384152","lncRNA","NC_058368.1",25336860,25345032,"-",25335498,25431463,95966,0,2,0,1,0,2,1,"distal_enhancer_only"
"ERICH6B","protein_coding","NC_058368.1",25347527,25401802,"+",25335498,25431463,95966,0,2,0,1,0,2,1,"distal_enhancer_only"
"LOC109498055","lncRNA","NC_058368.1",25355353,25358242,"-",25335498,25431463,95966,1,2,0,1,0,2,1,"primed_promoter"
"COG3","protein_coding","NC_058368.1",25406526,25479484,"-",25479378,25484166,4789,1,2,1,2,1,2,1,"active_promoter"
"SLC25A30","protein_coding","NC_058368.1",25502632,25526054,"-",25525677,25540159,14483,1,1,1,7,1,2,6,"active_promoter"
"LOC123384153","protein_coding","NC_058368.1",25522970,25526146,"+",25505623,25525677,20055,2,4,3,12,0,2,9,"active_promoter"
"LOC109498076","lncRNA","NC_058368.1",25530300,25543309,"-",25540159,25554236,14078,0,0,2,5,0,2,3,"distal_enhancer_only"
"TPT1","protein_coding","NC_058368.1",25579660,25583829,"+",25579181,25580239,1059,1,1,1,1,2,2,0,"active_promoter"
"LOC111557013","snoRNA","NC_058368.1",25583090,25583219,"+",25580239,25584973,4735,1,1,1,2,0,2,1,"active_promoter"
"LOC111557014","snoRNA","NC_058368.1",25584280,25584413,"+",25580239,25584973,4735,1,1,1,2,0,2,1,"active_promoter"
"LOC109498077","lncRNA","NC_058368.1",25599712,25601641,"+",25587504,25602001,14498,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC111559737","lncRNA","NC_058368.1",25601733,25603871,"+",25587504,25602001,14498,1,1,1,1,1,2,0,"active_promoter"
"GTF2F2","protein_coding","NC_058368.1",25626118,25782190,"-",25782128,25818941,36814,1,1,1,1,1,2,0,"active_promoter"
"KCTD4","protein_coding","NC_058368.1",25704101,25714974,"+",25628200,25713370,85171,0,0,0,3,0,2,3,"distal_enhancer_only"
"GPALPP1","protein_coding","NC_058368.1",25818051,25891428,"-",25891370,25903783,12414,1,1,1,1,1,2,0,"active_promoter"
"NUFIP1","protein_coding","NC_058368.1",25891490,25931431,"+",25891370,25903783,12414,1,1,1,1,1,2,0,"active_promoter"
"LOC101085341","protein_coding","NC_058368.1",25945735,25948525,"+",25937413,25947532,10120,0,0,0,0,0,2,0,"no_active_mark"
"LOC123384179","lncRNA","NC_058368.1",25969946,25973245,"-",25959030,25980174,21145,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123385750","protein_coding","NC_058368.1",25973329,25984021,"-",25980174,25997498,17325,0,0,0,0,0,2,0,"no_active_mark"
"TSC22D1","protein_coding","NC_058368.1",26227508,26362391,"+",26226697,26227648,952,1,1,1,1,2,2,0,"active_promoter"
"LOC109498118","lncRNA","NC_058368.1",26382991,26386992,"-",26358682,26419417,60736,0,2,0,9,0,2,9,"distal_enhancer_only"
"LOC123384182","lncRNA","NC_058368.1",26387579,26393476,"+",26358682,26419417,60736,0,2,0,9,0,2,9,"distal_enhancer_only"
"SERP2","protein_coding","NC_058368.1",26397363,26419425,"-",26419417,26456035,36619,1,1,1,9,1,2,8,"active_promoter"
"SMIM2","protein_coding","NC_058368.1",26607566,26607809,"+",26588059,26626547,38489,0,1,2,6,0,2,4,"distal_enhancer_only"
"LOC109498125","lncRNA","NC_058368.1",26607994,26626651,"-",26626547,26664254,37708,1,1,1,2,1,2,1,"active_promoter"
"LOC102900805","lncRNA","NC_058368.1",26643257,26663769,"+",26626547,26664254,37708,0,1,0,2,0,2,2,"distal_enhancer_only"
"LACC1","protein_coding","NC_058368.1",26838309,26872993,"-",26872887,26873738,852,1,1,1,1,2,2,0,"active_promoter"
"CCDC122","protein_coding","NC_058368.1",26872991,26927692,"+",26872887,26873738,852,1,1,1,1,2,2,0,"active_promoter"
"ENOX1","protein_coding","NC_058368.1",26954476,27534434,"+",26954022,27204476,250455,1,1,1,3,1,1,2,"active_promoter"
